PartnerID,NationalIDNumber,LoginID,OrganizationLevel,FirstName,MiddleName,LastName,Suffix,JobTitle,BonusMonth,WeekOffDay,PhoneNumber,PhoneNumberType,EmailAddress,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,PAN,UIDAI,SSN,CountryRegionName,BirthDate,Age,MaritalStatus,Gender,HireDate,RetirementYear,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,ProefficientLanguage,LicenseNumber,PassportNumber,BonusMonth_1,Ethenicity,PercentageLeaveLeft,QuarterVaccationHours,FullName,BloodGroup,Department,BirthDate1,WeekOffDay1,PAN1,UIDAI1,LicenseNumber1,PassportNumber1
299.0,480951955,adventure-works\mike0,3,Mike,K,Seamans,,Accountant,August,Tuesday,927-555-0150,Work,mike0@adventure-works.com,1245 Clay Road,,Index,Washington,98256,BFYCD2503L,2.92E+11,121777625,United States,7/1/1979,43,S,M,3/8/2009,7/1/2039,TRUE,59,49,True,{A011C97B-081C-4739-996F-C1CAC4532F8D},6/30/2014 0:00,Chinese,AP45 19562435681,V67 16390,april,White,6,2.5,Brown Man,AB+,management,1/4/1991,Tuesday,BFYCD2503L,4755 8766 9949,AP45 19562435681,V67 16390
300.0,121491555,adventure-works\wendy0,2,Wendy,Beth,Kahn,,Finance Manager,September,Wednesday,248-555-0134,Work,wendy0@adventure-works.com,4525 Benedict Ct.,,Sammamish,Washington,98074,IARAF8353B,7820 0000 0000,311027818,United States,10/11/1984,38,S,F,12/25/2008,10/11/2044,TRUE,55,47,True,{50EECC16-0D0D-43A9-9649-016C06DE8D78},6/30/2014 0:00,Japanese,FG78 199946254536,L1264798,May,Asian,78,5.67,Philip Anders,AB-,operations,6/25/1989,Wednesday,MRZFU0871K,9833 8327 6975,FG78 199946254536,L1264798
301.0,895209680,adventure-works\sheela0,3,Sheela,H,Word,,Purchasing Manager,October,Thursday,210-555-0193,Work,sheela0@adventure-works.com,535 Greendell Pl,,Sammamish,Washington,98074,WYHBQ2598T,2.34E+11,631725683,United States,2/10/1978,44,S,F,2/25/2011,2/10/2038,TRUE,49,44,True,{BB510FCE-0105-4306-B591-6450D9EBF401},6/30/2014 0:00,Spanish,AP45-200057315654,B1846305,June,German,90,6.87,Michal John,O+,sales,2/15/1989,Thursday,MRZFU0871K,6321 8481 2058,AP45 19562435673,B1846305
302.0,603686790,adventure-works\mikael0,4,Mikael,Q,Sandberg,,Buyer,November,Friday,309-555-0170,Work,mikael0@adventure-works.com,9539 Glenside Dr,,Bothell,Washington,98011,UJGHQ6517S,6830 0000 0000,502889841,United States,8/17/1984,38,S,M,2/10/2009,8/17/2044,FALSE,59,49,True,{7627B9D6-0707-4706-9AD9-0D37506B08AE},6/30/2014 0:00,Russian,UP78 20205132456,V67 16390,July,African,36,12.5,JohnnyWalker,A+,IT,1/8/1989,Friday,MRZFU0871K,5485 5000 8000,UP78 20205132456,V67 16390
303.0,792847334,adventure-works\arvind0,4,Arvind,B,Rao,,Buyer,December,Saturday,848-555-0163,Cell,arvind0@adventure-works.com,9495 Limewood Place,,Renton,Washington,98055,VABLN1082O,4250 0000 0000,389883982,United States,8/21/1974,48,M,M,2/28/2009,8/21/2034,FALSE,60,50,True,{86D5FA9E-4BC0-48C8-91DC-1EC467418D11},6/30/2014 0:00,Punjabi,AP45 19562435678,,June,Thai,78,2.5,Stuart Little,A+,marketing,4/15/1989,Saturday,VABLN1082O,3066 2940 6413,AP45 19562435678,
304.0,407505660,adventure-works\linda2,4,Linda,P,Meisner,,Buyer,January,Sunday,916-555-0165,Cell,linda2@adventure-works.com,6118 Grasswood Circle,,Bellevue,Washington,98004,GIGJP3200L,2100 0000 0000,564377549,United States,11/30/1970,52,M,F,12/17/2009,11/30/2030,FALSE,56,48,True,{E19F8DE2-0F40-418C-84A2-DB48B98DC6A2},6/30/2014 0:00,Marathi,AP45 19562435678,K7552762,August,Polish,34,21.5,Ashley Chase,B+,tech,5/31/1991,Sunday,PJITY4184C,7322 8440 2681,AP45 19562435678,K7552762
305.0,482810518,adventure-works\fukiko0,4,Fukiko,J,Ogisu,,Buyer,February,Monday,520-555-0177,Work,fukiko0@adventure-works.com,8751 Norse Drive,,Bellevue,Washington,98004,OQYLE1000H,4.53E+11,513941215,United States,11/24/1970,52,M,M,1/4/2010,11/24/2030,FALSE,57,48,True,{4509F387-D73A-43DC-A502-B1C27AA1DC9E},6/30/2014 0:00,English,FG78 199946254536,P9046295,September,Albanian,67,4.8,Charlie Almond,A-,management,6/15/1989,Monday,MRZFU0871K,3425 0653 1151,FG78 199946254536,P9046295
306.0,466142721,adventure-works\gordon0,4,Gordon,L,Hee,,Buyer,March,Tuesday,230-555-0144,Cell,gordon0@adventure-works.com,108 Lakeside Court,,Bellevue,Washington,98004,SDKPE8758E,9100 0000 0000,859316833,United States,11/29/1966,56,M,M,1/11/2010,11/29/2026,FALSE,52,46,True,{A011C97B-081C-4739-996F-C1CAC4532F8D},6/30/2014 0:00,Polish,AP45-200057315654,A1045625,october,Uzbek,76,2.5,Drake Babe,B-,operations,1/4/1991,Tuesday,PJITY4184C,3968 4957 8725,AP45 19562435673,A1045625
307.0,367453993,adventure-works\frank2,4,Frank,S,Pellow,,Buyer,April,Wednesday,163-555-0147,Cell,frank2@adventure-works.com,5980 Icicle Circle,Unit H,Renton,Washington,98055,ZCPJR3063U,5030 0000 0000,411024914,United States,5/12/1952,70,M,M,1/23/2010,5/12/2012,FALSE,58,49,True,{50EECC16-0D0D-43A9-9649-016C06DE8D78},6/30/2014 0:00,African,UP78 20205132456,B1846306,November,IndoAryan,36,5.67,Brown Man,AB+,sales,6/25/1989,Wednesday,MRZFU0871K,8587 9139 2785,UP78 20205132456,B1846306
308.0,381073001,adventure-works\eric2,4,Eric,S,Kurjan,,Buyer,May,Thursday,265-555-0195,Work,eric2@adventure-works.com,1378 String Dr,,Renton,Washington,98055,JUOFH2545N,6130 0000 0000,578436341,United States,9/17/1972,50,S,M,1/27/2010,9/17/2032,FALSE,54,47,True,{BB510FCE-0105-4306-B591-6450D9EBF401},6/30/2014 0:00,Hindi,AP45 19562435681,V67 16391,December,Portuguese,31,6.87,Philip Anders,AB-,IT,2/15/1989,Thursday,JUOFH2545N,9502 1517 6995,AP45 19562435681,V67 16391
309.0,785853949,adventure-works\erin0,4,Erin,M,Hagens,,Buyer,June,Friday,842-555-0158,Work,erin0@adventure-works.com,2947 Vine Lane,,Bellevue,Washington,98004,IROJP7777Y,7820 0000 0000,695671228,United States,1/4/1971,51,S,F,1/31/2010,1/4/2031,FALSE,53,46,True,{7627B9D6-0707-4706-9AD9-0D37506B08AE},6/30/2014 0:00,Chinese,FG78 199946254537,L1264799,May,Black,41,12.5,Michal John,O+,marketing,1/8/1989,Friday,MRZFU0871K,9826 6359 8852,FG78 199946254537,L1264799
310.0,20269531,adventure-works\ben0,4,Ben,T,Miller,,Buyer,July,Saturday,151-555-0113,Work,ben0@adventure-works.com,101 Candy Rd.,,Redmond,Washington,98052,YUIAV5999G,5.77E+11,806233794,United States,6/3/1973,49,M,M,3/9/2010,6/3/2033,FALSE,55,47,True,{4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C},6/30/2014 0:00,Japanese,AP45-200057315655,K7552763,Feburary,White,49,2.5,JohnnyWalker,A+,tech,4/15/1989,Saturday,YUIAV5999G,3052 7875 6145,AP45 19562435673,K7552763
311.0,295847284,adventure-works\ken0,,Ken,J,Sanchez,,Chief Executive Officer,1$,,697/555-0142,Cell,ken0*adventure-works.com,435@ 0 Min ()ute Dr.$$,,Newport Hil&ls,Was %%%hington,_____slkx98006,B ^%A JPC4350M&,9876zxcv5679,33 ^^^^djdsbjvz2070717,United States,1/29/1969,10,S,MA& LE,1/14/2009,#VALUE!,TRUE,99,6fffff9,True,{F01251E5-96A3-448D-981E-0F99D789110D},6/30/2014 0:00,Spanish,hr06 201278904567,A0296457,Ja (nua ry,Poli *&sh,45,12.45 &^%$,Rob 17Watt,A+,floor,6/25/1989,,PJITY4184C,3076 6146 3849,hr06 201278904567,A1045608
312.0,245797967,adventure-works\terri0,),Terri,Lee,Du1ffy,,Vice President of Engineering,3 nd ),Tuesday *****2,819-555*0175,Work,terri0@adventure-works.com,7 sh^559 Worth32 %%% Cft.,,ReÉnton,____W ashingt 83onÉ,postal---98055,"D)(,AJ %PC4150P",7865ghjk8900,51 1***)dja25621009878,,1/1/2030,90,Male,F2,1/31/2008,#VALUE!,YES,1,"2 ""0",True,{45E8F437-670D-4409-93CB-F9424A40D6EE},6/30/2014 0:00,English,HR06 19$ 4556251467,,Feb %%,,200,1mc(3.08,Pe46 ter Parker,B+,local,3/28/1989,Tuesday *****2,"D)(,AJ %PC4150P",4718 7188 2819,AP45 19562435673,
313.0,509647174,adventure-works\roberto0,(,Roberto,,Tamburello,,Engineering Manager,4t h,Wednesday -----3,212-555--0187,Cell,roberto0@adventure-works.com,2137 Bir *(chwo ()od D@#r,,Redmo nd___,"()274Washington""""""""",ahd)))98052,XG ZF@E 722%5A,1234abcd4567,PPP)(51125621009878,,2/3/2030,88,Female,M1,11/11/2007,#VALUE!,NOPE,2,21_____,True,{9BBBFB2C-EFBB-4217-9AB7-F97689328841},6/30/2014 0:00,Hindi,UP78 2012%784526%,12096457,Mar !!! ch,,dv45,4.7js 2&,B obM5arley,A-,vending,2/5/1989,Wednesday,XG ZF@E 722%5A,5177 5394 4789,AP45 19562435673,12096457
314.0,112457891,adventure-works\rob0,*,Rob,,Walt6ers,,Senior Tool Designer,11 %th,Thursday 7329+,612-555 0100,Cell,rob0@adventure-works,5 6 ^%78 Lak &eview Blv {}d.,,Mi []?nn 373eapolis,Mi ###@Énnesota,"55402""""""",C$$ !!TUG E1616I,9876zxcv5678,51125621 ____dusjf009878,,2/4/2030,78,Male,M<,12/5/2007,#VALUE!,NO,48,80hrs,True,{59747955-87B8-443F-8ED4-F8AD3AFDF3A9},6/30/2014 0:00,Polish,AP45-300057315627,A209645704,ap #@r,,xa^)12,,Step45hen Hawking,B-,intern,5/31/1991,Thursday 7329+,BXOTB9065C,3811 0238 6944,AP45 19562435673,A1045608
315.0,695256908,adventure-works\gail0,&,Gail,A,Erick%son,,Design Engineer,3r Àd,abc,849-55500139,Cell,gail0/adventure-works.com,9 435 Bre &*ck Cour &#t,,B45el *()le vueÉ,Wa ::_=shington,(+98004),PEOVF,9876tyui9000,"51 """"""""125621009878",,2/5/2030,9,Female,fem :::ale,1/6/2008,#VALUE!,TRUE,5,2 2mins,True,{EC84AE09-F9B8-4A15-B4A9-6CCBAB919B08},6/30/2014 0:00,Ru $$sssian,SP12 20084567289,V67 16380,ma%y$,As&^ian,3 ^&6 fs,,Ma noj263 Bajpayee,AB+,floor,6/15/1989,abc,PEOVF,3750 8430 7653,SP12 20084567289,V67 16380
316.0,998320692,adventure-works\jossef0,^,Jossef,H,Goldberg,,Design Engineer,12t )(h,Satur,122-55599189,Work,jossef0@adventure-works.com,5670 B^&%@ el Ai>< r Dr.,,R3e nt on{}?><,Was 89hi>>>><<$ngton,98055doxck,,7865ghjk8900,5112++++^^^ajm5621009878,,,98,Male,M688,1/24/2008,#VALUE!,TRUE,6,23s ecs,True,{E39056F1-9CD5-478D-8945-14ACA7FBDCDD},6/30/2014 0:00,english,UK06 20203718496,V92 & 32807,j u ___ne,,800,1.4d (),Al 4exandra C90lave,AB-,local,1/4/1991,Satur,,4755 8766 9949,UK06 20203718496,A1045608
317.0,134969118,adventure-works\dylan0,%,Dylan,A,Miller,,Research and Development Manager,1 m>,Sunda y,181-555>0156,Work,dylan0@adventure-works,7048 L^a%^ ur &?~! el,,K en (*&more,W :()))a shington,98 ldazj! 028,PEOVF,1234ghjk7890,PO ()380984578,,2/7/2030,99,Female,M111,2/8/2009,#VALUE!,TRUE,61,50É,True,{4F46DECA-EF01-41FD-9829-0ADAB368E431},6/30/2014 0:00,African,Hp45 198625471895,K $@76 09069,ju %!>l,Uzb __ek,2 0,3.1yt%,P 78riya Nutan,O+,vending,6/25/1989,Sunda y,PEOVF,9833 8327 6975,Hp45 198625471895,A1045608
318.0,811994146,adventure-works\diane1,!,Diane,L,Margheim,,Research and Development Engineer,5RT&,Sun,815<555-0138,Cell,diane1@adventure-works.com,475 Sa nt #@a Mar (ia,,Evere t####?t,Washington,"98vsxj""201",XGZ 4@!][5D2Ó134,123@#4567nn,135 ???64 9870,edf456,2/8/2030,100,Male,FE ()MME,12/29/2008,#VALUE!,TRUE,62,p ++++51,True,{31112635-663B-4018-B4A2-A685C0BF48A4},6/30/2014 0:00,P &olish,HR06 19$ 4556251467,L12 290RT 74,a^ug(ust,Portugue )(&se,8 *& 0,12.45 &^%$,Rob 17Watt,A+,intern,2/15/1989,Sun,XG ZF@E 722%5A,6321 8481 2058,AP45 19562435673,L12 290RT 74
319.0,658797903,adventure-works\gigi0,@,Gigi,N,Matt/hew,,Research and Development Engineer,9:done,,185-555\0186,Cell,gigi0@adventure-works.com,5670 B^&%@ el Ai>< r Dr.,,Be////|\llevue,W>>>>><<<++!ashington,"98a 0 ""@04",BA */'\123Ó45 6M1,1234abcd4568,55?335MK8105,uyhgtyu,2/9/2030,96,Female,F()(),1/16/2009,#VALUE!,TRUE,63,x+51hrs,True,{50B6CDC6-7570-47EF-9570-48A64B5F2ECF},6/30/2014 0:00,C #hine $SE,hr06 201278904567,A10 V37908,sep ][,"A >?""rab",1+_2,1mc(3.08,Pe46 ter Parker,A+,floor,1/8/1989,,BA */'\123Ó45 6M1,5485 5000 8000,hr06 201278904567,A10 V37908
320.0,879342154,adventure-works\michael6,$,Michael,,Rah#eem,,Research and Development Manager,10>mo nthÀ,mdy,330-555|2568,Work,michael6@adventure-works.com,7048 L^a%^ ur &?~! el,,Sa n F 089rancÉisco|||||,"C ,,,@!alifornia",_ __94109,D AJÓP1222$$23,9876zxcv5679,É434044954,dsfgt,,,Male,....23M,5/3/2009,#VALUE!,TRUE,16,>>> 6 4,True,{EAA43680-5571-40CB-AB1A-3BF68F04459E},6/30/2014 0:00,Japanese,HR06 19$ 4556251467,A0296457,october*****,,355,4.7js 2&,B obM5arley,B+,local,4/15/1989,mdy,DAJÓ P12><222++4,3066 2940 6413,AP45 19562435673,A1045608
321.0,974026903,adventure-works\ovidiu0,,Ovidiu,V,Cracium,,Senior Tool Designer,1$,Tuesdy,719-555(0181),Cell,ovidiu009adventure-works.com,475 Sa nt #@a Mar (ia,,Ken^^^more 44,\\\\\Washington,"980""}28",,9876tyui9001,"646 MKO32 ""{}843",cdfgt,2/11/2030,12,Female,M8+++,12/5/2010,#VALUE!,FALSE,7,2 3< <<,True,{F68C7C19-FAC1-438C-9BB7-AC33FCC341C3},6/30/2014 0:00,e Ng (lish,UP78 2012%784526%,Q2096453,n80ovem : ber,Poli *&sh,510,12.45 &^%$,Step45hen Hawking,,vending,6/25/1989,Tuesdy,,7322 8440 2681,AP45 19562435673,A1045608
322.0,480168528,adventure-works\thierry0,k,Thierry,B,D'Hers,,Tool Designer,3 nd ),,(168)-555-0183,Work,thierry0&adventure-works.com,7 sh^559 Worth32 %%% Cft.,,Both {!ell,||___| ???1Washington,980 qy1 ua1,B A1#@ 23 ><456M2,7865ghjk8901,)#@ 76}{ dk0397010,United States,1/2/1989,15,M,!!!!~`M,12/11/2007,#VALUE!,FALSE,9,2 :{)(4,True,{1D955171-E773-4FAD-8382-40FD898D5D4D},6/30/2014 0:00,A F r&ican,AP45-300057315627,V67 16380,sep72498 ^tember,,dv46,1mc(3.09,B obM5arley,,intern,3/28/1989,,AGPCB3705U,3425 0653 1151,AP45 19562435673,V67 16380
323.0,486228782,adventure-works\janice0,,Janice,M,Gal>vin,,Tool Designer,4t h,Tue 78,473-555+0117,Work,janice0@adventure-works.com,2137 Bir *(chwo ()od D@#r,,R 45edmond,Was %%%hington,)(wi98052,DAJÓ P12><222++4,1234ghjk7891,"5 )24<> 24? ""dy5254",United States,1/29/1969,14,M,FÉ,12/23/2010,#VALUE!,FALSE,8,É2:: ???? ?4\,True,{954B91B6-5AA7-48C2-8685-6E11C6E5C49A},6/30/2014 0:00,P &olish,UP78 2012%784526%,A0296458,febu14$rary,Al&% bani)(an,xa^)13,4.7js 2&,Step45hen Hawking,,floor,6/25/1989,Tue 78,DAJÓ P12><222++4,3968 4957 8725,AP45 19562435673,A1045608
324.0,42487730,adventure-works\michael8,a,Michael,I,Sull!ivan,,Senior Design Engineer,11 %th,Monday 2,465-555-0156g,Cell,michael8+adventure-works.com,5 6 ^%78 Lak &eview Blv {}d.,,"Rent36)* o """"n",____W ashingt 83onÉ,B!`98055,XGÓZ4 5D213%%%%6,123@#4567nn,1 :ajjda^54160893,United States,6/16/1979,10,S,<>M,12/30/2010,#VALUE!,TRUE,3,2:01,True,{46286CA4-46DD-4DDB-9128-85B67E98D1A9},6/30/2014 0:00,C #hine $SE,AP45-300057315627,Q2096454,7327april^&,W hi&5te,4 ^&6 fs,8dajds,Ma noj263 Bajpayee,42 *B-negative,local,3/28/1989,Monday 2,XGÓZ4 5D213%%%%6,8587 9139 2785,AP45 19562435673,A1045608
325.0,56920285,adventure-works\sharon0,g,Sharon,B,Salavaria,,Design Engineer,3r Àd,Tuesday *****3,970-555-0138lk,Cell,sharon0//adventure-works.com,9 435 Bre &*ck Cour &#t,,Re &^ nto|||n,"()274Washington""""""""",_____slkx98007,B ^%A JPC4350M&,1234abcd4569,"48039""""""""Pnck0512",United States,5/2/1961,90,M,{{{ F}}}},1/18/2011,#VALUE!,TRUE,4,22-pr,True,{54F2FDC0-87C4-4065-A7A8-9AC8EA624235},6/30/2014 0:00,J a panes e,SP12 20084567289,12096458,Ja (nua ry,Indo )(Aryan,801,6 ^.8,Al 4exandra C90lave,A ()B+,vending,2/5/1989,Tuesday *****3,AGPCB3705U,9502 1517 6995,SP12 20084567289,12096458
326.0,24756624,adventure-works\david0,1,David,M,Bradl+ey,,Marketing Manager,12t )(h,Wednesday -----4,913-555-0172#,Work,david0Padventure-works.com,435@ 0 Min ()ute Dr.$$,,"Re :""dm +_ond",Mi ###@Énnesota,postal---98056,"D)(,AJ %PC4150P",9876zxcv5680,hsdzcbvb 755284519,United States,3/19/1975,88,S,&@M,12/20/2007,3/19/2035,TRUE,40,""" 40:st r",True,{E87029AA-2CBA-4C03-B948-D83AF0313E28},6/30/2014 0:00,e Ng (lish,UK06 20203718496,A209645705,Feb %%,Al&% bani)(an,3 0,1.4d (),Rob 17Watt,___AB-,intern,5/31/1991,Wednesday,"D)(,AJ %PC4150P",9826 6359 8852,UK06 20203718496,A1045608
327.0,253022876,adventure-works\kevin0,2,Kevin,F,Brown,,Marketing Assistant,2 m>,Thursday 7329+,#150-555-0189,Cell,kevin0$adventure-works.com,8 sh^559 Worth32 %%% Cft.,,"Ev e 77 "":26rett",Wa ::_=shington,ahd)))98053,XG ZF@E 722%5A,9876tyui9002,34 ^^^^djdsbjvz2070717,United States,5/3/1987,78,S,MA& LE,1/26/2007,#VALUE!,FALSE,42,87++,True,{1B480240-95C0-410F-A717-EB29943C8886},6/30/2014 0:00,A F r&ican,Hp45 198625471895,V67 16380,Mar !!! ch,,9 *& 0,3.1yt%,Pe46 ter Parker,O89+,floor,6/15/1989,Thursday 7329+,XG ZF@E 722%5A,3052 7875 6145,Hp45 198625471895,V67 16380
328.0,222969461,adventure-works\john5,2,John,L,Wo*od,,Marketing Specialist,5RT&,abc,486-&555-0150,Work,john5!adventure-works.com,2138 Bir *(chwo ()od D@#r,,"Re"":dmÉÉond",Was 89hi>>>><<$ngton,"55402""""""",C$$ !!TUG E1616I,7865ghjk8902,52 1***)dja25621009878,United States,3/6/1978,9,S,F3,2/7/2011,#VALUE!,FALSE,48,4 LLLL4,True,{64730415-1F58-4E5B-8FA8-5E4DAEBA53B4},6/30/2014 0:00,P &olish,hr06 201278904568,V92 & 32808,ap #@r,As&^ian,1+_3,12.45 &^%$,B obM5arley,A% $+,local,1/4/1991,abc,BXOTB9065C,3076 6146 3849,hr06 201278904568,A1045608
329.0,52541318,adventure-works\mary2,2,Mary,A,Dempsey,,Marketing Assistant,9:done,Saturday,124-555-*0114,Cell,mary2@adventure-works.com,6 6 ^%78 Lak &eview Blv {}d.,,BeÉÉÉÉÉllevue,W :()))a shington,(+98004),PE &)ÓVFV%^45 06ÓY,1234ghjk7892,PPP)(51125621009879,United States,,98,S,M2,2/14/2011,#VALUE!,FALSE,43,4IO1,True,{1F6DA901-C7F7-48A8-8EEF-D81868D72B52},6/30/2014 0:00,C #hine $SE,HR06 19$ 4556251468,V67 16380,ma%y$,,665,1mc(3.09,Step45hen Hawking,B 12+,vending,6/25/1989,Saturday,AGPCB3705U,4718 7188 2819,AP45 19562435673,V67 16380
330.0,323403273,adventure-works\wanida0,2,Wanida Benshoof Benshoof,M,Benshoof,,Marketing Assistant,10>mo nthÀ,Sunda y,708-555%0141,Work,wanida0@adventure-works.com,10 435 Bre &*ck Cour &#t,,Sammam *6678Éish,Washington,98055doxck,B A123&&!!!@45 6ÓM1,123@#4567nn,51125622 ____dusjf009878,United States,1/1/2031,99,s,M<,1/26/2007,#VALUE!,FALSE,41,6fffff10,True,{43CCA446-DA1C-454C-8530-873AD2923E1B},6/30/2014 0:00,J a panes e,UP78 2012%784526%,L12 290RT 75,Ja (nua ry,Uzb __ek,820,4.7js 2&,Ma noj263 Bajpayee,O+5 6?,intern,2/15/1989,Sunda y,AGPCB3705U,5177 5394 4789,AP45 19562435673,L12 290RT 75
331.0,243322160,adventure-works\terry0,2,Terry Eminhizer Terraaay,J,Emin^hizer,,Marketing Specialist,1$,Fri,138-555-0118,Cell,terry0@adventure-works.com,5671 B^&%@ el Ai>< r Dr.,,Newport Hil&ls,W>>>>><<<++!ashington,99 ldazj! 028,"DA ?""{}JP 12Ó22 ?23",1234abcd4570,"52 """"""""125621009878",United States,2/3/2030,100,s,fem :::ale,1/27/2007,#VALUE!,FALSE,44,"3 ""0",True,{AD0D7626-4506-45C4-898F-9D7A0E13AABD},6/30/2014 0:00,Spanish,AP45-300057315628,A10 V37909,Feb %%,Portugue )(&se,dv47,12.45 &^%$,Al 4exandra C90lave,A& )(+,floor,1/8/1989,Fri,"DA ?""{}JP 12Ó22 ?22",3811 0238 6944,AP45 19562435673,A10 V37909
332.0,95958330,adventure-works\sariya0,2,Sariya Harnpadoungsataya sarya,E,Harnpadoungsataya,,Marketing Specialist,4 nd ),Thu,399-555-0176,Work,sariya0@adventure-works.com,7049 L^a%^ ur &?~! el,,ReÉnton,"C ,,,@!alifornia","98vsxj""202",XGZ 4@!][5D2Ó135,9876zxcv5681,5112++++^^^ajm5621009879,United States,2/4/2030,96,S,M466,1/28/2007,#VALUE!,FALSE,45,21_____,True,{AF21F1B7-0691-48AD-B325-B8F2D7B2268A},6/30/2014 0:00,English,SP12 20084567289,A0296458,Mar !!! ch,Poli *&sh,xa^)14,1mc(3.10,P 78riya Nutan,29 *& B+,local,4/15/1989,Thu,XG ZF@E 722%5A,3750 8430 7653,SP12 20084567289,A1045608
333.0,767955365,adventure-works\mary0,2,Helen Gibson Eminhizer,E,Gibson,,Marketing Specialist,4t h,mdy,531-555-0183,Work,mary0@adventure-works.com,476 Sa nt #@a Mar (ia,,Redmo nd___,\\\\\Washington,"98a 0 ""@05",BA */'\123Ó45 6M2,1234ghjk7892,PO ()380984579,United States,2/5/2030,106,Married,M1043,1/29/2007,#VALUE!,FALSE,46,80hrs,True,{90899830-127E-4876-85CA-7F6E03025281},6/30/2014 0:00,Hi nDi! *,UK06 20203718496,Q2096454,ap #@r,,5 ^&6 fs,,Rob 17Watt,?>45A negative-,vending,6/25/1989,mdy,BA */'\123Ó45 6M1,4755 8766 9949,UK06 20203718496,A1045608
334.0,72636981,adventure-works\jill0,2,Jill Williamns Jill Terry,A,Williams,,Marketing Specialist,12 %th,Tuesdy,510-555-0121,Work,jill0@adventure-works.com,5671 B^&%@ el Ai>< r Dr.,,Mi []?nn 373eapolis,||___| ???1Washington,_ __94110,,123@#4567nn,136 ???64 9870,United States,2/6/2031,12,Married,FE ()MME,1/30/2007,#VALUE!,FALSE,47,3 2mins,True,{53575C58-FBA1-4C1A-B8FF-95E050B44393},6/30/2014 0:00,Po l@iSH,Hp45 198625471896,V67 16380,ma%y$,Al&% bani)(an,802,,Pe46 ter Parker,43 *B-negative,intern,2/15/1989,Tuesdy,,9833 8327 6975,Hp45 198625471896,V67 16380
335.0,519899904,adventure-works\james1,1,James,R,Hamilton,,Vice President of Production,3r Àd,,870-555-0122,Work,james1@adventure-works.com,7049 L^a%^ ur &?~! el,,B45el *()le vueÉ,Was %%%hington,"980""}29",,1234abcd4570,55?335MK8106,United States,,15,Single,F()(),2/14/2011,#VALUE!,TRUE,64,23s ecs,True,{D7314F24-2AF1-429C-9BBB-4038F45F3E6C},6/30/2014 0:00,Ru $$sssian,aw23-19676 %28105725479,A0296459,j u ___ne,,4 0,,B obM5arley,A ()B+,floor,1/8/1989,,,6321 8481 2058,AP45 19562435673,A1045608
336.0,277173473,adventure-works\peter0,2,Peter,J,Krebs,,Production Control Manager,12t )(h,,913-555-0196,Work,peter0@adventure-works.com,476 Sa nt #@a Mar (ia,,R3e nt on{}?><,____W ashingt 83onÉ,981 qy1 ua1,B A1#@ 23 ><456M3,9876zxcv5681,É434044955,United States,2/8/2030,14,Single,....23M,2/15/2011,#VALUE!,TRUE,43,50É,True,{69D5D162-E817-45E7-9DEC-5D9B8310E7B1},17:08.6,e Ng (lish,hr06 201278904568,Q2096455,ju %!>l,As&^ian,10 *& 0,1.4d (),Step45hen Hawking,___AB-,local,4/15/1989,,AGPCB3705U,5485 5000 8000,hr06 201278904568,A1045608
337.0,446466105,adventure-works\jo0,3,Jo,A,Brown,,Production Supervisor - WC60,3 m>,Monday 3,632-555-0129,Cell,jo0@adventure-works.com,8 sh^559 Worth32 %%% Cft.,,K en (*&more,"()274Washington""""""""",)(wi98053,DAJÓ P12><222++5,9876tyui9003,"647 MKO32 ""{}843",United States,2/9/2031,10,Single,M8+++,2/16/2011,#VALUE!,FALSE,80,p ++++52,True,{83FFAAC6-B895-481F-B897-14F965D4DA47},6/30/2014 0:00,A F r&ican,HR06 19$ 4556251468,12096459,a^ug(ust,B <>lack,1+_4,3.1yt%,B obM5arley,O89+,vending,6/25/1989,Monday 3,DAJÓ P12><222++4,3066 2940 6413,AP45 19562435673,12096459
338.0,14417807,adventure-works\guy1,4,Guy,R,Gilbert,,Production Technician - WC60,5RT&,Tuesday *****4,320-555-0195,Work,guy1@adventure-works.com,2138 Bir *(chwo ()od D@#r,,Evere t####?t,Mi ###@Énnesota,B!`98056,,,)#@ 76}{ dk0397011,United States,,90,Single,!!!!~`M,2/17/2011,#VALUE!,FALSE,21,x+51hrs,True,{AAE1D04A-C237-4974-B4D5-935247737718},6/30/2014 0:00,Spanish,UP78 2012%784526%,A209645706,sep ][,Uzb __ek,975,12.45 &^%$,Step45hen Hawking,A% $+,intern,3/28/1989,Tuesday *****4,,7322 8440 2681,AP45 19562435673,A1045608
339.0,948320468,adventure-works\mark1,4,Mark,K,McArthur,,Production Technician - WC60,9:done,Wednesday -----5,417-555-0154,Work,mark1@adventure-works.com,6 6 ^%78 Lak &eview Blv {}d.,,Be////|\llevue,Wa ::_=shington,_____slkx98008,B ^%A JPC4350M&,,"6 )24<> 24? ""dy5254",United States,2/11/2030,88,Single,F,2/18/2011,#VALUE!,FALSE,19,>>> 6 5,True,{CDB2C6DF-93E5-4558-91C8-424D5E7C658B},6/30/2014 0:00,Engli sh$,AP45-300057315628,F60$)45606,october*****,Portugue )(&se,1130,1mc(3.10,Ma noj263 Bajpayee,,floor,6/25/1989,Wednesday,AGPCB3705U,3425 0653 1151,AP45 19562435673,F60$)45606
