Unnamed: 0,GeographyKey,CustomerPassword,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Gender,Suffix,Mobile,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,City,StateProvinceName,CountryRegion,ZipCode,EnglishEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,ProductColour,CountryCode,Review,CreditCardNumber,Description,ReferralIP,ReferralURL,Memberships,Memberships1,Address1,ProductColour1,HouseOwnerFlag1,Mobile1,BirthDate1,MaritalStatus1,BirthDate2,id,Phone No,is_valid
13515,307,,powAW:000:11007,Mrs. ?%%,Theresa,L,Liang,0,,m,Female,,9995156759.0,clarence32@adventure-works.com ,900000088,0(,2,Bothell,Washington,Po 79_)land,9-8-0-58###########,Partial College,Professional,Profesional,Cadre,0,1on @,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,5 (mid11) 500 555-01m 95É,8 LLLifdn /16/2013,0-1 Miles,oran,6<72:::::,shithead,@!4062 9{] 745 5032 3621,made in ?? China,198.20.%0.%1%5,h ttps://ww w.hndk.co m,13.0,5.0,6902 Holiday Hills,pink,0.0,9992979511.0,,M****,2/2/1975,88.0,2174050048,True
16043,359,,123AW/00011008,....___ Mr.,Harold,,Davis,0,,s,Female,,9990153294.0,luke18@adventure-works.com,900000089,0___,1,Bellevue,Washington,Qata?' r+,9-8-0-59 ?,Bachelors,Management,Gestión,Direction,1,0zero,3772N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,208-555-01+4h6,4/13/20 18,2-5 Miles,b lu,1-26 $#8,shit,0,made in ???? India,"19""8.20.0.<1>6",? htt ps://www.amazon.com,8.0,5.0,8360 Mori Court,blue,1.0,9994222275.0,,Single,2/3/1975,89.0,2174050048,True
13248,337,,"A///?W,00011009",M 73{}r.,Alejandro,M,Price,0,8/ 3/19???83,s,Female,,9998331657.0,jordan73@adventure-works.com,900000090,480,1,Kenmore,Washington,Be :&%larus6,9- 8 ÀBOP -0-66,Bachelors,Management,Gestión,Direction,1,on e6,,,5 (11_) 500 5fb *55-01QE10,8 NN&&&/23/2013,2-5 Miles,gr ee,672)*,bloody,4983 5570 04 098 hdc 15 5495,delivered from Àndhra Pradesh,198.2sKJv0.0.13&,https://www.fl ipkart.c ? om,6.0,5.0,9456 Mariposa Ct.,blue,1.0,9990205578.0,8/ 3/19???83,28 !~?S,2/4/1975,90.0,2174050048,True
11372,338,,WW@W00011010,"Mister.....""",Theresa,,Bryant,0,11/6/1973ahdzbz{{,sm,Female,,9999163981.0,destiny7@adventure-works.com,"900,000,091$",2^,0,Seattle,Washington,"Zi ""{}mbabwe",<9-8-0-61>?,Partial College,Professional,Profesional,Cadre,1,0zero,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,208-555-01+4h6,1/19%%%/2017,2-5 Miles,black,1-268}_,freaky,0,brand by ?onte Carlo,198. dc2$0.0.18,htt ps :// www .amazon.com,5.0,5.0,6831 Seagull Court,black,1.0,9994972213.0,11/6/1973ahdzbz{{,SM,2/5/1975,91.0,2174050048,True
15011,50,,A3W00011004,Mist $&&&ress,Destiny,,Perez,0,1988,m,Female,,9996133131.0,ethan20@adventure-works.com ,900000092,2pt,0,Everett,Washington,Rus 420sia!!!!!,98006,Partial College,Professional,Profesional,Cadre,1,on e6,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,5 (1:1) 500 555-0195KL+_,1/! pc15/2017,5-10 Miles,li me,!!!58,bugger,4136 5189 7661 5780 7689,originals ©,1dzj^98.2 & 0.0.19,htt Àps://w ww.flip kart.com,6.0,5.0,8881 Weatherly Drive,green,1.0,9995783751.0,1/30/1986,Married,2/1/1975,92.0,2174050048,True
17754,22,,"A#W000,11, 005",D$ octor,Christy,A,Diaz,0,10/25/1984MMMMM,m,Female,,9993777328.0,jon2_____4@adven67ture-works.com,900000093,6 LP,2,Bellevue,Washington,U kr aine,__kan__98062,Bachelors,Professional,Profesional,Cadre,1,6,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf149,,5 (+11) 5 aus00 555-0137,: ::v *1/7/2017,1-2 Miles,r ed,3%78,bastard,,A source of trust company ®,198.20.0.1jka10,htt ps: //www. access.com,10.0,5.0,6902 Holiday Hills,pink,1.0,9992257376.0,10/25/1984MMMMM,Single,2/2/1975,93.0,2174050048,True
15680,19,,FM 000 11006,### 78Engineer,Alejandro,A,He,0,12/24th::::/1953,m,Female,,9990855578.0,eugene10@@@adventure-works,900000094,0___ O3,0,Seattle,Washington,Austral 9ÉÉia,105 +_052,Graduate Degree,Management,Gestión,Direction,1,1É,ABCDLane100053sdmj3938vhaflkjgr3749878safhdofha53q9757kjdckERIAU,,,LLLL***12/29/2016,0-1 Miles,ye ll ow,29?11,bitch,2// 318 5813 3090 1506,temperature range: 20° to 100° C,19#8.20.0.21,%%%%http s://www.easymoney.in,6.0,5.0,8360 Mori Court,blue,1.0,9998579107.0,12/24th::::/1953,M>\}},2/3/1975,94.0,2174050048,True
12786,33,,powAW:000:11003,()<> Doc tor,Christy,W,Ma,0,5 ||||||0/6/1955,s,Female,,9995076725.0,ruben35É@adventure-works,900000095,0{},0,Edmonds,Washington,I ::::::ndonasia,"9-8-0-52""""""",Partial College,Skilled Manual,Obrero especializado,Technicien,0,4___only,ABCDLane100054ehai39837fufqudsl59743rlkdsja2387dsfs97rwanrefsaiywbri,,6 (mid11) 500 555-01m 95É,1/2*@@@!3/201 7,0-1 Miles,,10 *1,doughhead,4996 57892 27530 7331,Dimentions: 20cm x 10cm x 5µ,198.20.0.1)(12,ht!!!! tps://www.go zoom.com,7.0,5.0,9456 Mariposa Ct.,blue,0.0,9994415146.0,5 ||||||0/6/1955,Single,2/4/1975,95.0,2174050048,True
17110,13,,powAW:000:11003,41 Engineer,Christy,,Kumar,0,2976,,Female,,9994980181.0,chri sty12@adven ture-works,"900,000,096$",> <7,0,Kent,Washington,Chin a633,9-8-0-53Ap,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1@sedan,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,6 ( ben11) 500 5 É55-0137,P1 2/30/2016,5-10 Miles,blu,"4""7",hoser,0,Dimentions: 6 x 5 x 7¼ m,198.20. $0.%5,http s: //www.l ombard.com,9.0,5.0,6831 Seagull Court,black,1.0,9990038049.0,1/30/1986,,2/5/1975,96.0,2174050048,True
18031,12,,123AW/00011008,Doc ()tor,Alejandro,,Anand,0,55/1()0/1981,,Female,,9996208324.0,elizabe th É6695@advent ure-works,900000097,5$,0,Duvall,Washington,J {}}{}{83apan,9-8 -0-5 4À,Bachelors,Professional,Profesional,Cadre,1,1:::::,3773N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,208-55 É5-01 ldo48,1/24/201 7,5-10 Miles,yel,103 @4,skeet,224%6 4245 4151 4172_,Dimensions: 7x 4¾ x9 m,198. ><20#.0.6,h ttps://ww w.hndk.co m,8.0,5.0,8881 Weatherly Drive,green,1.0,9994462464.0,55/1()0/1981,,2/1/1975,97.0,2174050048,True
19728,40,,"A///?W,00011009",E ngin eer,Eugene,R,Nara,0,,s,Female,,9994100531.0,________julio1@adventure,900000098,0:00,0,Duvall,Washington,Mala !!!@ysia,9-8-0-5 5mk,Partial College,Skilled Manual,Obrero especializado,Technicien,1,polov < 7,2255WStEmsh123zjndkqeajcdbqjaejncmb37andg,,7 (11 mas) 500 555-01 lko95,1/%É9/2017,5-10 Miles,Purple,5 -=242,drongo,33 ()60 7051 2973 103 1,resistance: 30?,198.2^*0.0.2ab,? htt ps://www.amazon.com,12.0,5.0,6902 Holiday Hills,pink,1.0,9992979511.0,,S:::::::;,2/2/1975,98.0,2174050048,True
13836,14,,WW@W00011010,Doc277328:::+++tor,Marco,S,Rubio,0,8/14 ++++/1978,s,Female,,9992890323.0,"""""""""""""""""""janet9@adventure-",900000099,"0""",0,Bellevue,Washington,Argentina27818_,9-8- 0- LO63,Partial College,Skilled Manual,Obrero especializado,Technicien,0,LL LL@8,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,7 (1?1) 5 00 55 É5-0137,1/25/2011:PÉ,0-1 Miles,gre en,9+7 7,shithead,466HHR1 7588 7755 4141,A source of trust company ®,198.20.0.3!@,https://www.fl ipkart.c ? om,13.0,5.0,8360 Mori Court,blue,0.0,9994222275.0,8/14 ++++/1978,"S""""""""""""""""""""3727",2/3/1975,99.0,2174050048,True
12690,13,,A3W00011004,Engineer$@5,Alejandro,,Ross,0,8/5/19 <>84,s,Female,,9995892593.0,6@ ma Érco14@adventure-works.,900000100,3 ___+,0,Edmonds,Washington,N Éo )(rway,9-###8-0-64,Bachelors,Professional,Profesional,Cadre,1,1________,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,208-5 ///55-0145ljhjchfc,N1/27/2017,0-1 Miles,b lack,88/4,shit,,temperature range: 20° to 100° C,6 (*&fsk98.2 aHDbn0.0.4,htt ps :// www .amazon.com,14.0,5.0,9456 Mariposa Ct.,blue,1.0,9990205578.0,8/5/19 <>84,SÉ,2/4/1975,100.0,2174050048,True
11100,28,,AWDATA,Doctor!!!,Lauren,L,Navarro,0,,,Female,,9996790917.0,"Ér ""ob4@adven ture-works","900,000,101$",0+,0,Redmond,Washington,German ><y,9-8-0-58###########,Partial College,Skilled Manual,Obrero especializado,Technicien,1,____ Éyfjkj_______6,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf150,,208-555-01+4h6,1/ É&^14/2017,5-10 Miles,White,93#,bloody,@!4062 9{] 745 5032 3622,Dimentions: 20cm x 10cm x 5µ,6 9 sj8.*20.0.5@,htt Àps://w ww.flip kart.com,12.0,5.0,6832 Seagull Court,black,1.0,9994972213.0,,,2/5/1975,101.0,2174050048,True
11101,33,,1000000003,"En :""}+gineer",Alejandro,L,Sai,0,12/2/1....!!!981,single,Female,,9996223122.0,!!!!!!!!!!!!!!s hannon38@advent Éure,900000102,0+,0,Seattle,Washington,"Fra""}{\\\\\nce",9-8-0-59 ?,Bachelors,Professional,Profesional,Cadre,0,4fo ur&,ABCDLane100053sdmj3938vhaflkjgr3749878safhdofha53q9757kjdckERIAU,,5 (11_) 500 5fb *55-01QE10,12/30/><2016,0-1 Miles,,360$,freaky,4562 9 mko705 4983 3015,Dimentions: 6 x 5 x 7¼ m,198.20.0.CDCJ6^^,htt ps: //www. access.com,6.0,5.0,8882 Weatherly Drive,green,0.0,9995783751.0,1/30/1986,Single,2/1/1975,102.0,2174050048,True
11102,18,,ABCDEF,mr:),こんにちは,L,Nelson,0,11/ \\\6/1974,m,Female,,9992565366.0,<>jacquelyn20@adventure-works,900000103,0+,5,Sammamish,Washington,India745_,9- 8 ÀBOP -0-67,Bachelors,Professional,Profesional,Cadre,1,2nd,ABCDLane100054ehai39837fufqudsl59743rlkdsja2387dsfs97rwanrefsaiywbri,,208-555-01+4h6,9 LLLifdn /16/2013,1-2 Miles,,2 18,bugger,4984 5570 04 098 hdc 15 5495,Dimensions: 7x 4¾ x9 m,198.20.0.7*&,%%%%http s://www.easymoney.in,7.0,5.0,6903 Holiday Hills,pink,1.0,9992257376.0,11/ \\\6/1974,Single,2/2/1975,103.0,2174050048,True
11103,3,,AWOOOOO,Mr. 5%,Christy,,Chande,0,7/4/19uesjd80,,Female,,9994010846.0,12>curtis9@adventure-works.com,900000104,2____G,0,Seattle,Washington,#NAME?,<9-8-0-61>?,Bachelors,Professional,Profesional,Cadre,1,3rdOP^,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,5 (1:1) 500 555-0195KL+_,4/13/20 19,5-10 Miles,,1-68){9,bastard,26OP trdx 4564 24 9705 2572 6530,resistance: 30?,198.2 ka0.+0.13,ht!!!! tps://www.go zoom.com,9.0,5.0,8361 Mori Court,blue,1.0,9998579107.0,7/4/19uesjd80,,2/3/1975,104.0,2174050048,True
11104,23,,11025,M &&&s. ),Eugene,A,Sara,0,,s,Female,,9995703014.0,<lauren41@adventure-works.com,900000105,2%g,0,Bellevue,Washington,Po 79_)land,98006,Bachelors,Professional,Profesional,Cadre,0,8 < <<,3774N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,5 (11_) 500 5fb *55-01QE10,9 NN&&&/23/2013,0-1 Miles,,3^7 11,bitch,4137 5189 7661 5780 7689,Dimensions: 7x 4¾ x9 m,198.2+0.+0.+14,http s: //www.l ombard.com,10.0,5.0,9457 Mariposa Ct.,blue,0.0,9994415146.0,,468 %%%S,2/4/1975,105.0,2709447436,True
11105,8,,A3W00011005,Ms. #,Christy,,Fernandez,0,8/5 :{*(#$/1974,smd,Female,1.333,9996811981.0,ian47@adventure-works.com,"900,000,106$",3b,0,Duvall,Washington,Qata?' r+,__kan__98063,Bachelors,Professional,Profesional,Cadre,0,1on @,2256WStEmsh123zjndkqeajcdbqjaejncmb37andg,,208-555-01+4h6,1/19%%%/2018,5-10 Miles,r ed,29 4_,doughhead,248@3 879*7 6809 7825,resistance: 30?,198.20.0.1RU5,h ttps://ww w.hndk.co m,13.0,5.0,6832 Seagull Court,black,0.0,9990038049.0,8/5 :{*(#$/1974,SMD,2/5/1975,106.0,2172349165,True
11106,40,,"A#W000,11, 006",6^ Ms.,こんにちは,,Liu,0,10 :::::/3/1969,s,Female,17.345,9990396771.0,sydney23@adventure-works.com,900000107,3g,0,Bothell,Washington,Be :&%larus7,106 +_052,Bachelors,Professional,Profesional,Cadre,0,0zero,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,5 (1:1) 500 555-0195KL+_,1/! pc15/2018,5-10 Miles,oran,1-2<64&&&,hoser,2// 318 5813 3090 1507,A source of trust company ®,198.20.%0.%1%6,? htt ps://www.amazon.com,8.0,5.0,8882 Weatherly Drive,green,0.0,9994462464.0,10 :::::/3/1969,S!!!!,2/1/1975,107.0,4805184474,True
11107,17,,FM 000 11007,"Mr. "":4",Bethany,,Lin,0,,m,Female,345.88,9993407240.0,chloe23@adventure-works.com,900000108,0pr$,0,Carnation,Washington,"Zi ""{}mbabwe","9-8-0-52""""""",Bachelors,Professional,Profesional,Cadre,1,on e7,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,5 (+11) 5 aus00 555-0137,: ::v *1/7/2018,5-10 Miles,b lu,6<72:::::,skeet,4997 57892 27530 7331,temperature range: 20° to 100° C,"19""8.20.0.<1>7",https://www.fl ipkart.c ? om,6.0,5.0,6903 Holiday Hills,pink,1.0,9992979511.0,,M****,2/2/1975,108.0,4805184474,True
11108,13,,powAW:000:11008,<> Ms.,Kari,C,Alvarez,0,8/ 3/19???84,s,Female,457.9,9991099902.0,wyatt32@adventure-works.com ,900000109,!9,0,Snohomish,Washington,Rus 420sia!!!!!,9-8-0-53Ap,Bachelors,Professional,Profesional,Cadre,0,0zero,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf151,,,LLLL***12/29/2017,0-1 Miles,gr ee,1-26 $#9,drongo,,Dimentions: 20cm x 10cm x 5µ,198.2sKJv0.0.13&,htt ps :// www .amazon.com,5.0,5.0,8361 Mori Court,blue,0.0,9994222275.0,8/ 3/19???84,Single,2/3/1975,109.0,4805184474,True
11109,38,,123AW/00011009,É Mr. ??É,Ruben,D,Kapoor,0,,s,Female,323.0,9995314075.0,shannon1@adventure-works.com,900000110,0*,0,Redmond,,U kr aine,9-8 -0-5 4À,Bachelors,Professional,Profesional,Cadre,0,on e7,ABCDLane100053sdmj3938vhaflkjgr3749878safhdofha53q9757kjdckERIAU,,6 (mid11) 500 555-01m 95É,1/2*@@@!3/201 8,0-1 Miles,black,672)*,shithead,224%6 4245 4151 4172_,Dimentions: 6 x 5 x 7¼ m,198. dc2$0.0.19,htt Àps://w ww.flip kart.com,6.0,5.0,9457 Mariposa Ct.,blue,0.0,9990205578.0,,28 !~?S,2/4/1975,110.0,4805184474,True
11110,3,,"A///?W,00011010",Mrs. ?%%,Christy,,Yang,0,8/2 6/1989,sm,Female,4567.0,9999498907.0,clarence32@adventure-works.com ,"900,000,111$",4 #,0,Edmonds,Washington,Austral 9ÉÉia,9-8-0-5 5mk,Partial College,Skilled Manual,Obrero especializado,Technicien,1,7,ABCDLane100054ehai39837fufqudsl59743rlkdsja2387dsfs97rwanrefsaiywbri,,208-555-01+4h7,P1 2/30/2017,5-10 Miles,li me,1-268}_,shit,,made in ???? India,1dzj^98.2 & 0.0.20,htt ps: //www. access.com,10.0,5.0,6832 Seagull Court,black,1.0,9994972213.0,8/2 6/1989,SM,2/5/1975,111.0,4805184474,True
11111,34,,WW@W00011011,....___ Mr.,Marco,T,Gutierrez,0,10/25/1984MMMMM,,Female,656.0,9999309190.0,luke18@adventure-works.com,900000112,7 h,0,Seattle,Washington,I ::::::ndonasia,9-8- 0- LO64,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1É,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,6 (11_) 500 5fb *55-01QE10,1/24/201 8,0-1 Miles,r ed,!!!59,bloody,466HHR1 7588 7755 4142,delivered from Àndhra Pradesh,198.20.0.1jka11,%%%%http s://www.easymoney.in,6.0,5.0,8882 Weatherly Drive,green,1.0,9995783751.0,10/25/1984MMMMM,,2/1/1975,112.0,4805184474,True
11112,25,,A3W00011005,M 73{}r.,Christy,C,Wang,0,12/24th::::/1954,m,Female,55.89,9998558442.0,jordan73@adventure-works.com,900000113,4^,0,Bellevue,Washington,Chin a634,9-###8-0-65,Partial College,Skilled Manual,Obrero especializado,Technicien,1,4___only,3775N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,208-555-01+4h7,1/%É9/2018,0-1 Miles,ye ll ow,3%79,freaky,26&^54 7995 26OPG02 0286 PO$,brand by ?onte Carlo,19#8.20.0.22,ht!!!! tps://www.go zoom.com,7.0,5.0,6903 Holiday Hills,pink,1.0,9992257376.0,12/24th::::/1954,Single,2/2/1975,113.0,4805184474,True
11113,30,,"A#W000,11, 006","Mister.....""",Marco,A,Blanco,0,6 ||||||0/6/1955,m,Female,45.9,9999177554.0,destiny7@adventure-works.com,900000114,0(,4,Edmonds,Washington,J {}}{}{83apan,9-8-0-58###########,Bachelors,Professional,Profesional,Cadre,1,1@sedan,2257WStEmsh123zjndkqeajcdbqjaejncmb37andg,,6 (1:1) 500 555-0195KL+_,1/25/2011:PÉ,5-10 Miles,ora ng,29?12,bugger,@!4062 9{] 745 5032 3623,originals ©,198.20.0.1)(13,http s: //www.l ombard.com,9.0,5.0,8361 Mori Court,blue,1.0,9998579107.0,6 ||||||0/6/1955,M>\}},2/3/1975,114.0,4805184474,True
11114,14,,FM 000 11007,Mist $&&&ress,Lauren,C,Moreno,0,10/6 &&&/2977,s,Female,545.7,9994868166.0,ethan20@adventure-works.com ,900000115,0___,4,Edmonds,Washington,Mala !!!@ysia,9-8-0-59 ?,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1:::::,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,6 (+11) 5 aus00 555-0137,N1/27/2018,5-10 Miles,,11 *1,bastard,,A source of trust company ®,198.20. $0.%6,h ttps://ww w.hndk.co m,8.0,5.0,9457 Mariposa Ct.,blue,1.0,9994415146.0,10/6 &&&/2977,Single,2/4/1975,115.0,4805184474,True
11115,17,,powAW:000:11003,D$ octor,Alejandro,D,Cai,0,55/1()0/1982,s,Female,,9999241478.0,jon2_____4@adven67ture-works.com,"900,000,116$",481,4,Edmonds,Washington,Argentina27818_,9- 8 ÀBOP -0-68,Partial College,Skilled Manual,Obrero especializado,Technicien,1,polov < 8,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,,1/ É&^14/2018,0-1 Miles,yel,"4""8",bitch,4985 5570 04 098 hdc 15 5495,temperature range: 20° to 100° C,198. ><20#.0.7,? htt ps://www.amazon.com,12.0,5.0,6832 Seagull Court,black,1.0,9990038049.0,55/1()0/1982,S\\/?\,2/5/1975,116.0,4805184474,True
11116,18,,powAW:000:11003,### 78Engineer,Christy,E,Carlson,0,2th/9/1977,m,Female,,9999556260.0,eugene10@@@adventure-works,900000117,2^,4,Bothell,Washington,N Éo )(rway,<9-8-0-61>?,Partial College,Skilled Manual,Obrero especializado,Technicien,1,LL LL@9,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf152,,7 (mid11) 500 555-01m 95É,12/30/><2017,5-10 Miles,Purple,104 @4,doughhead,26OP trdx 4564 24 9705 2572 6531,made in ?? China,198.2^*0.0.2ab,https://www.fl ipkart.c ? om,13.0,5.0,8882 Weatherly Drive,green,1.0,9994462464.0,2th/9/1977,>34>> M,2/1/1975,117.0,4805184474,True
11117,8,,123AW/00011009,()<> Doc tor,Alejandro,,Deng,0,,,Female,,9990284438.0,ruben35É@adventure-works,900000118,2pt,4,Carnation,Washington,German ><y,98006,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1________,ABCDLane100053sdmj3938vhaflkjgr3749878safhdofha53q9757kjdckERIAU,,7 ( ben11) 500 5 É55-0137,10 LLLifdn /16/2013,10+ Miles,gre en,6 -=242,hoser,4138 5189 7661 5780 7689,made in ???? India,198.20.0.3!@,htt ps :// www .amazon.com,14.0,5.0,6903 Holiday Hills,pink,1.0,9992979511.0,,,2/2/1975,118.0,4805184474,True
11118,6,,"A///?W,00011010",42 Engineer,Alejandro,M,Zeng,0,,s,Female,,9990876086.0,chri sty12@adven ture-works,900000119,7 LP,0,Redmond,Washington,"Fra""}{\\\\\nce",__kan__98064,Partial College,Skilled Manual,Obrero especializado,Technicien,0,____ Éyfjkj_______7,ABCDLane100054ehai39837fufqudsl59743rlkdsja2387dsfs97rwanrefsaiywbri,Unit 13c12,208-55 É5-01 ldo49,4/13/20 20,0-1 Miles,b lack,9+7 8,skeet,,delivered from Àndhra Pradesh,7 (*&fsk98.2 aHDbn0.0.4,htt Àps://w ww.flip kart.com,12.0,5.0,8361 Mori Court,blue,0.0,9994222275.0,,"S""""""""""""""""""""3727",2/3/1975,119.0,4805184474,True
11119,13,,WW@W00011011,Doc ()tor,Eugene,V,James,0,8/ {}1/1976???,divorced,Female,,9991567998.0,elizabe th É6695@advent ure-works,900000120,0___ O4,0,Seattle,Washington,India745_,107 +_052,Partial College,Clerical,Administrativo,Employé,0,4fo ur&,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,8 (11 mas) 500 555-01 lko95,10 NN&&&/23/2013,0-1 Miles,White,88/5,drongo,2// 318 5813 3090 1508,brand by ?onte Carlo,7 9 sj8.*20.0.5@,htt ps: //www. access.com,6.0,5.0,9457 Mariposa Ct.,black,0.0,9990205578.0,8/ {}1/1976???,divorced,2/4/1975,120.0,4805184474,True
11120,18,,A3W00011005,E ngin eer,Bethany,H,Jiménez,0,12/2/1....!!!982,mrried,Female,,9999597833.0,________julio1@adventure,"900,000,121$",0{},0,Seattle,Washington,#NAME?,"9-8-0-52""""""",Bachelors,Management,Gestión,Direction,1,2nd,3776N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,8 (1?1) 5 00 55 É5-0137,1/19%%%/2019,5-10 Miles,brow,93#,shithead,4998 57892 27530 7331,originals ©,198.20.0.CDCJ6^^,%%%%http s://www.easymoney.in,7.0,5.0,6833 Seagull Court,green,1.0,9994972213.0,1/30/1986,Married,2/5/1975,121.0,4805184474,True
11121,10,,AWDATA,Doc277328:::+++tor,,,Suarez,0,11/ \\\6/1975,single,Female,,9990326538.0,"""""""""""""""""""janet9@adventure-",900000122,> <8,4,Renton,Washington,Po 79_)land,9-8-0-53Ap,Partial College,Skilled Manual,Obrero especializado,Technicien,1,3rdOP^,2258WStEmsh123zjndkqeajcdbqjaejncmb37andg,,208-5 ///55-0145ljhjchfc,1/! pc15/2019,10+ Miles,lim e,361$,shit,437(1 8$882 7213 417^102,A source of trust company ®,198.20.0.7*&,ht!!!! tps://www.go zoom.com,9.0,5.0,8883 Weatherly Drive,pink,1.0,9995783751.0,11/ \\\6/1975,Single,3/1/2022,122.0,4805184474,True
11122,12,,1000000004,Engineer$@6,Bethany,,Vazquez,0,7/4/19uesjd81,m,Female,,9992454311.0,6@ ma Érco14@adventure-works.,900000123,6$,4,Bothell,Washington,Qata?' r+,9-8 -0-5 4À,Partial College,Skilled Manual,Obrero especializado,Technicien,1,9 < <<,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,208-555-01+4h7,: ::v *1/7/2019,5-10 Miles,pin,2 19,bloody,,temperature range: 20° to 100° C,198.2 ka0.+0.14,http s: //www.l ombard.com,10.0,5.0,6904 Holiday Hills,blue,1.0,9992257376.0,7/4/19uesjd81,Single,2/1/1975,123.0,4805184474,True
11123,39,,ABCDEF,Doctor!!!,,A,Alvarez,0,9/29/196chzd15,,Female,,9992774851.0,"Ér ""ob4@adven ture-works",900000124,0:00,4,Bothell,Washington,Be :&%larus8,9-8-0-5 5mk,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1on @,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,6 (11_) 500 5fb *55-01QE10,LLLL***12/29/2018,10+ Miles,magen,1-68){10,freaky,35 ()60 7051 2973 103 1,Dimentions: 20cm x 10cm x 5µ,198.2+0.+0.+15,h ttps://ww w.hndk.co m,13.0,5.0,8362 Mori Court,blue,1.0,9998579107.0,1/30/1986,,2/2/1975,124.0,4805184474,True
11124,40,,AWOOOOO,"En :""}+gineer",Ruben,F,Jordan,0,,s,Female,,9992038775.0,!!!!!!!!!!!!!!s hannon38@advent Éure,900000125,"0""",0,Renton,Washington,"Zi ""{}mbabwe",9-8- 0- LO65,Partial College,Skilled Manual,Obrero especializado,Technicien,1,0zero,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf153,,208-555-01+4h7,1/2*@@@!3/201 9,5-10 Miles,r ed,3^7 12,bugger,466HHR1 7588 7755 4143,Dimentions: 6 x 5 x 7¼ m,198.20.0.1RU6,? htt ps://www.amazon.com,8.0,5.0,9458 Mariposa Ct.,black,1.0,9994415146.0,,468 %%%S,2/3/1975,125.0,4805184474,True
11125,37,,11026,mr:),Destiny,J,Navarro,0,11 :::::/3/1969,smd,Female,,9991920542.0,<>jacquelyn20@adventure-works,"900,000,126$",4 ___+,0,Renton,Washington,Rus 420sia!!!!!,9-###8-0-66,Partial College,Skilled Manual,Obrero especializado,Technicien,1,on e8,ABCDLane100053sdmj3938vhaflkjgr3749878safhdofha53q9757kjdckERIAU,,6 (1:1) 500 555-0195KL+_,P1 2/30/2018,5-10 Miles,oran,30 4_,bastard,,,198.20.%0.%1%7,https://www.fl ipkart.c ? om,6.0,5.0,6833 Seagull Court,green,1.0,9990038049.0,11 :::::/3/1969,SMD,2/4/1975,126.0,4805184474,True
